agent_id,dem_age,dem_gender,dem_ethnicity,dem_education,dem_income,dem_occupation,dem_industry,dem_politics,dem_religion,dem_text,hx_hh,hx_em,hx_ex,hx_ag,hx_co,hx_op,psm_risk,psm_patience,psm_altruism,psm_pos_rec,psm_neg_rec,psm_trust,cs_deontology,cs_utilitarianism,human_roll,human_report,human_reason,human_honest
157,27,woman,black,a high school diploma,"between $100,000 and $149,000 per year",full-time,retail,democrat,other,"You are a 27-year-old black woman. You have a high school diploma. You work full-time in the retail sector. You lean democrat politically. You identify with a religion not listed here. Your household income is between $100,000 and $149,000 per year.",5.0,3.25,5.0,4.75,5.0,5.0,8,5,10,10,2.6666666666666665,10,3.6,3.0,6,5,I roll the dice.,False
158,42,woman,white,some college education,"between $75,000 and $99,000 per year",homemaker or caregiver,stay at home mom/homemaker,republican,protestant,"You are a 42-year-old white woman. You have some college education. You are a homemaker or caregiver. You lean republican politically. You identify as protestant. Your household income is between $75,000 and $99,000 per year.",5.0,2.5,4.5,2.75,4.25,3.25,8,10,10,10,0.3333333333333333,8,3.2,1.0,1,1,"It was the number the dice landing on after I hit roll the dice, so I had no choice to put the number 1 as seen.",True
159,60,man,white,an undergraduate degree,"between $150,000 and $199,000 per year",retired,information Technology,democrat,not religious,"You are a 60-year-old white man. You have an undergraduate degree. You are retired. You lean democrat politically. You identify as not religious. Your household income is between $150,000 and $199,000 per year.",4.0,2.5,3.25,3.0,3.5,3.75,6,8,1,8,2.6666666666666665,6,3.2,1.2,3,3,"It displayed a 3, so I entered 3. I did this knowing that the reward was only $1 and if I entered another number maybe I could ""cheat"" to get more $$",True
160,43,woman,white,an undergraduate degree,"between $100,000 and $149,000 per year",part-time,aI Accuracy Checking,republican,other,"You are a 43-year-old white woman. You have an undergraduate degree. You work part-time in the aI Accuracy Checking sector. You lean republican politically. You identify with a religion not listed here. Your household income is between $100,000 and $149,000 per year.",5.0,3.25,4.5,3.0,4.0,3.25,7,8,10,10,1.0,8,3.4,1.0,3,3,I entered the number that I rolled.,True
161,21,man,white,a high school diploma,"between $100,000 and $149,000 per year",part-time,technology,independent,not religious,"You are a 21-year-old white man. You have a high school diploma. You work part-time in the technology sector. You lean independent politically. You identify as not religious. Your household income is between $100,000 and $149,000 per year.",4.75,2.0,3.25,3.5,3.5,3.5,7,8,7,8,5.0,3,3.8,3.4,6,6,6 was the number I rolled.,True
162,29,man,black,a graduate degree,"between $100,000 and $149,000 per year",full-time,manufacturing,republican,catholic,"You are a 29-year-old black man. You have a graduate degree. You work full-time in the manufacturing sector. You lean republican politically. You identify as catholic. Your household income is between $100,000 and $149,000 per year.",3.75,3.75,3.5,3.75,4.25,4.0,7,9,10,9,2.3333333333333335,5,3.4,2.0,1,1,"I reported the number the dice shows not considering the reward it carries , as that might mislead me.",True
163,27,woman,black,some college education,"between $25,000 and $49,000 per year",full-time,government,democrat,not religious,"You are a 27-year-old black woman. You have some college education. You work full-time in the government sector. You lean democrat politically. You identify as not religious. Your household income is between $25,000 and $49,000 per year.",3.75,4.25,3.0,3.0,2.5,4.25,2,4,6,7,5.333333333333333,5,3.4,3.0,5,5,"The only reasoning I used was the instructions. The dice landed on 5, so I entered 5. if it had landed on 6, I would've entered 6 even though it would result in no pay.",True
164,26,woman,black,an undergraduate degree,"between $150,000 and $199,000 per year",full-time,healthcare,republican,catholic,"You are a 26-year-old black woman. You have an undergraduate degree. You work full-time in the healthcare sector. You lean republican politically. You identify as catholic. Your household income is between $150,000 and $199,000 per year.",3.25,2.75,3.75,3.0,4.0,3.75,8,6,8,9,3.3333333333333335,6,3.6,2.0,5,5,I entered the actual number I rolled because I preferred to be honest rather than maximize the payout,True
165,32,man,hispanic,some college education,"less than $25,000 per year",full-time,retail,republican,other,"You are a 32-year-old hispanic man. You have some college education. You work full-time in the retail sector. You lean republican politically. You identify with a religion not listed here. Your household income is less than $25,000 per year.",4.0,2.75,3.0,2.75,3.75,4.0,7,10,4,10,3.0,0,4.4,1.0,6,5,for the four dollar bonus,False
166,40,man,white,an undergraduate degree,"between $100,000 and $149,000 per year",part-time,professional Services,independent,protestant,"You are a 40-year-old white man. You have an undergraduate degree. You work part-time in the professional Services sector. You lean independent politically. You identify as protestant. Your household income is between $100,000 and $149,000 per year.",4.25,2.5,4.25,2.0,4.25,4.25,7,8,5,9,1.6666666666666667,4,3.8,2.2,2,2,"I was honest and picked the number I rolled, which was a 2.",True
167,32,man,hispanic,a graduate degree,"between $100,000 and $149,000 per year",full-time,technology,democrat,not religious,"You are a 32-year-old hispanic man. You have a graduate degree. You work full-time in the technology sector. You lean democrat politically. You identify as not religious. Your household income is between $100,000 and $149,000 per year.",4.5,4.0,2.0,3.5,4.0,4.0,2,7,5,10,2.3333333333333335,3,3.4,2.0,2,2,"Just being honest, I suspect some people will lie as it's beneficial, but on my end I'll stick to honesty rather than benefiting.",True
168,36,man,white,a graduate degree,"between $25,000 and $49,000 per year",full-time,finance,republican,protestant,"You are a 36-year-old white man. You have a graduate degree. You work full-time in the finance sector. You lean republican politically. You identify as protestant. Your household income is between $25,000 and $49,000 per year.",3.75,3.0,3.5,3.75,3.25,3.25,8,7,7,8,7.666666666666667,7,4.4,3.8,6,6,"I followed the study instructions and reported the number shown on the die. I understood that the payout depends on the outcome, so I entered the result exactly as it appeared without altering it.",True
169,38,woman,white,some college education,"between $75,000 and $99,000 per year",full-time,government,republican,not religious,"You are a 38-year-old white woman. You have some college education. You work full-time in the government sector. You lean republican politically. You identify as not religious. Your household income is between $75,000 and $99,000 per year.",4.0,3.0,3.5,4.0,4.0,2.0,1,8,8,9,0.6666666666666666,9,4.0,2.0,1,1,I wanted to be honest and feel like it is possibly being watched and recorded anyway,True
170,28,woman,white,an undergraduate degree,"between $25,000 and $49,000 per year",full-time,agriculture and Natural Resources,independent,not religious,"You are a 28-year-old white woman. You have an undergraduate degree. You work full-time in the agriculture and Natural Resources sector. You lean independent politically. You identify as not religious. Your household income is between $25,000 and $49,000 per year.",4.0,2.25,3.75,2.75,4.0,4.5,8,6,6,10,6.0,6,3.8,2.2,1,1,"I rolled the die and it gave me a 1, so I entered a 1 on the screen.",True
171,28,woman,white,an undergraduate degree,,part-time,retail,democrat,catholic,You are a 28-year-old white woman. You have an undergraduate degree. You work part-time in the retail sector. You lean democrat politically. You identify as catholic.,5.0,4.5,3.5,2.75,3.25,4.0,2,9,8,9,5.666666666666667,8,4.0,1.2,4,4,"I was honest with the number that displayed upon one roll of the die. While a $4 bonus would've been nice, I won't complain about any extra cash.",True
172,25,woman,white,a graduate degree,"between $100,000 and $149,000 per year",full-time,finance,republican,catholic,"You are a 25-year-old white woman. You have a graduate degree. You work full-time in the finance sector. You lean republican politically. You identify as catholic. Your household income is between $100,000 and $149,000 per year.",2.75,2.75,3.5,3.0,3.0,3.5,9,7,10,6,8.0,8,4.0,4.4,6,5,I considered that 5 gives the highest payout ($4.00) and is a legitimate roll outcome. I rolled the die honestly and entered the actual result.,False
173,29,woman,white,an undergraduate degree,"between $50,000 and $74,000 per year",part-time,technology,republican,catholic,"You are a 29-year-old white woman. You have an undergraduate degree. You work part-time in the technology sector. You lean republican politically. You identify as catholic. Your household income is between $50,000 and $74,000 per year.",4.0,2.75,5.0,4.75,5.0,4.5,10,10,10,10,6.0,8,4.2,2.8,3,3,the pay and the actual result of the dice,True
174,57,man,white,some college education,"between $75,000 and $99,000 per year",full-time,manufacturing,democrat,catholic,"You are a 57-year-old white man. You have some college education. You work full-time in the manufacturing sector. You lean democrat politically. You identify as catholic. Your household income is between $75,000 and $99,000 per year.",4.25,3.25,4.5,3.5,4.0,4.25,3,6,9,9,1.6666666666666667,6,3.6,2.0,6,6,I was honest and entered the amount I rolled. I considered entering a different number to get a higher bonus but I didn't want bed karma today because I lied.,True
175,52,woman,white,a high school diploma,"less than $25,000 per year",part-time,legal,republican,protestant,"You are a 52-year-old white woman. You have a high school diploma. You work part-time in the legal sector. You lean republican politically. You identify as protestant. Your household income is less than $25,000 per year.",4.0,2.75,4.5,1.75,4.5,2.5,2,7,8,10,4.0,0,5.0,1.8,4,4,It was the number on the die.,True
